time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-27T12:51:07.598Z,-0.857342313,117.2646043,5,2.6,ml,,53,0.311,0.29,us,us7000gxnv,2022-03-27T13:30:57.040Z,"43 km NW of Toyah, Texas",earthquake,1.4,1.8,0.055,44,reviewed,us,us
2022-03-27T12:30:01.345Z,-0.857418134,117.2645022,10,4.3,mb,,210,5.382,1.37,us,us7000gxnt,2022-03-27T12:46:56.040Z,"262 km WSW of La Cruz de Loreto, Mexico",earthquake,6.9,1.7,0.047,126,reviewed,us,us
2022-03-27T12:29:18.750Z,-0.857503734,117.2644512,8.46,2.5,ml,14,69,0.833,0.24,mb,mb80541549,2022-03-27T14:42:26.430Z,"10 km WNW of Stanley, Idaho",earthquake,0.5,1.3,0.052,16,reviewed,mb,mb
2022-03-27T11:48:03.269Z,-0.857848566,117.264439,4.8,2.6,ml,,73,0.117,0.42,us,us7000gxnl,2022-03-27T12:34:16.040Z,"63 km NNE of Van Horn, Texas",earthquake,1.8,3.8,0.052,48,reviewed,us,us
2022-03-27T11:12:09.686Z,-0.858017409,117.2630799,56.92,4.4,mb,,138,2.889,0.52,us,us7000gxnj,2022-03-27T11:48:50.040Z,"near the east coast of Honshu, Japan",earthquake,6,7.8,0.082,43,reviewed,us,us
2022-03-27T10:51:53.810Z,-0.856861305,117.2629632,5.154663086,2.9,ml,19,80,0.025376451,0.2,tx,tx2022gadh,2022-03-27T11:07:15.040Z,"51 km SSW of Whites City, New Mexico",earthquake,1.697872092,1.093616931,0.1,10,reviewed,tx,tx
2022-03-27T08:58:44.127Z,-0.857078646,117.2663662,10,4.7,mb,,170,1.432,1.05,us,us7000gxn0,2022-03-27T09:16:28.040Z,"125 km SW of Jiquilillo, Nicaragua",earthquake,6.4,1.9,0.042,172,reviewed,us,us
2022-03-27T08:31:37.830Z,-0.857093685,117.2662852,3.28,2.7,ml,,47,0.255,0.34,us,us7000gxmy,2022-03-27T09:25:30.040Z,"36 km WSW of Mentone, Texas",earthquake,1.1,5.6,0.05,52,reviewed,us,us
2022-03-27T06:20:39.260Z,-0.85709128,117.2654857,20.1,2.9,ml,,,,0.89,ak,ak0223ybwtfw,2022-03-27T06:56:00.040Z,"17 km ESE of Chickaloon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-27T06:18:43.683Z,-0.857185316,117.2648533,7.93112793,3.8,ml,13,75,0.10216463,0.1,tx,tx2022fzug,2022-03-28T06:22:12.028Z,"37 km WSW of Mentone, Texas",earthquake,0.837116457,1.305870931,0.1,7,reviewed,tx,tx
2022-03-27T06:14:31.384Z,-0.857443627,117.2645453,5,2.5,ml,,71,0.085,0.76,us,us7000gxm7,2022-03-27T06:50:33.040Z,"55 km S of Whites City, New Mexico",earthquake,1.9,2,0.069,50,reviewed,us,us
2022-03-27T05:57:35.442Z,-0.857507628,117.2639193,125.81,4.6,mb,,66,1.238,0.55,us,us7000gxm6,2022-03-27T06:44:52.040Z,"98 km E of Caucete, Argentina",earthquake,8.1,7,0.129,19,reviewed,us,us
2022-03-27T05:53:51.300Z,-0.85760125,117.2633436,144.21,4.5,mb,,119,1.847,0.8,us,us7000gxm5,2022-03-27T06:36:03.040Z,"Java, Indonesia",earthquake,5.8,8.2,0.096,32,reviewed,us,us
2022-03-27T05:53:03.725Z,-0.857775926,117.2630061,10.49,5.2,mww,,133,1.334,0.55,us,us7000gxm3,2022-03-27T18:29:36.267Z,"13 km S of Esmeraldas, Ecuador",earthquake,2.7,4.2,0.062,25,reviewed,us,us
2022-03-27T05:22:53.520Z,-0.856928369,117.2629402,224.01,4.3,mb,,127,1.149,0.58,us,us7000gxlz,2022-03-27T05:44:11.040Z,Kermadec Islands region,earthquake,16.3,8.7,0.133,16,reviewed,us,us
2022-03-27T04:30:46.459Z,-0.856729103,117.2643967,72.1,2.5,ml,,,,0.61,ak,ak0223yas3u7,2022-03-28T02:25:45.525Z,"51 km W of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-27T04:28:13.293Z,-0.856768444,117.2646315,26.52,5.8,mww,,76,1.319,1.1,us,us7000gxlu,2022-03-28T04:32:41.556Z,"9 km SE of Esmeraldas, Ecuador",earthquake,6.4,4.1,0.05,39,reviewed,us,us
2022-03-27T03:27:41.970Z,-0.856692156,117.2651205,5,2.5,ml,,102,0.085,0.39,us,us7000gxlm,2022-03-27T03:41:25.040Z,"58 km S of Whites City, New Mexico",earthquake,1.2,2,0.091,56,reviewed,us,us
2022-03-27T03:06:42.539Z,-0.856539634,117.2652476,16.27,2.9,ml,,103,0.768,0.51,us,us7000gxlj,2022-03-27T03:35:41.040Z,northern Alaska,earthquake,3.1,7.1,0.062,34,reviewed,us,us
2022-03-27T03:06:11.957Z,-0.85633731,117.2661346,66.28,4.1,mb,,183,3.048,0.43,us,us7000gxlh,2022-03-27T03:25:12.040Z,"83 km ENE of Namie, Japan",earthquake,9.8,7.9,0.198,8,reviewed,us,us
2022-03-27T02:30:15.120Z,-0.85603473,117.2663351,17.32,3.05,md,16,230,,0.23,pr,pr71342183,2022-03-27T03:47:25.953Z,"62 km NW of San Antonio, Puerto Rico",earthquake,0.99,2.72,0.154193899,13,reviewed,pr,pr
2022-03-27T02:19:42.140Z,-0.855840347,117.2670637,9.78,2.47,md,21,66,0.3216,0.29,se,se60379232,2022-03-30T00:56:35.140Z,"6 km E of Sneedville, Tennessee",earthquake,0.55,1.45,0.119,17,reviewed,se,se
2022-03-27T01:12:21.905Z,-0.85632986,117.2671493,10,5.1,mww,,188,1.715,1.29,us,us7000gxl1,2022-03-28T17:59:34.923Z,off the coast of Oregon,earthquake,8.4,1.9,0.05,38,reviewed,us,us
2022-03-27T00:50:44.403Z,-0.856458761,117.2662415,10.15,5.6,mww,,42,6.492,0.57,us,us7000gxkt,2022-03-28T00:54:18.464Z,Mid-Indian Ridge,earthquake,8.7,2.5,0.068,21,reviewed,us,us
2022-03-27T00:15:02.354Z,-0.857078646,117.2663662,18.97,3.8,mwr,,105,0.19,0.65,us,us7000gxkn,2022-03-27T00:32:41.040Z,"66 km S of Hualien City, Taiwan",earthquake,3.5,0.9,0.068,21,reviewed,us,us
2022-03-26T23:15:31.952Z,-0.974587323,117.1552737,58.43,5,mww,,102,0.355,0.7,us,us7000gxkc,2022-03-26T23:35:23.925Z,"52 km E of Shizunai-furukawachō, Japan",earthquake,7.5,5.9,0.093,11,reviewed,us,us
2022-03-26T22:54:52.035Z,-0.985322733,117.164748,114.28,4.1,mb,,93,1.815,0.85,us,us7000gxka,2022-03-26T23:12:32.040Z,Banda Sea,earthquake,8.2,9.1,0.127,17,reviewed,us,us
2022-03-26T22:27:49.478Z,-0.985986604,117.1640538,0,3.2,ml,,,,0.76,ak,ak0223wxxxgq,2022-03-26T22:39:38.459Z,"30 km NE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-26T22:24:03.629Z,-0.974710478,117.1543375,13.66,2.5,ml,,108,0.482,0.7,us,us7000gxk8,2022-03-26T22:55:22.040Z,"46 km SW of Deering, Alaska",earthquake,4.4,6.9,0.06,36,reviewed,us,us
2022-03-26T21:24:49.444Z,-0.973712062,117.1531104,47.25,4,mb,,143,0.717,0.84,us,us7000gxjv,2022-03-27T00:11:08.537Z,"129 km SW of Adak, Alaska",earthquake,5.8,8.6,0.07,54,reviewed,us,us
2022-03-26T20:53:26.148Z,-0.973252044,117.1534798,53.39,4.6,mb,,75,4.036,0.59,us,us7000gxk4,2022-03-26T22:46:32.040Z,"95 km W of Kandrian, Papua New Guinea",earthquake,3.7,8.9,0.103,28,reviewed,us,us
2022-03-26T20:10:41.120Z,-0.974498709,117.155012,6.73,3.3,ml,50,156,,0.13,hv,hv72963027,2022-03-27T20:12:52.782Z,"Island of Hawaii, Hawaii",earthquake,0.4,0.29,0.113014894,36,reviewed,hv,hv
2022-03-26T18:17:05.043Z,-0.974587323,117.1552737,11.9,3.4,ml,,,,0.5,ak,ak0223wvhy9y,2022-03-27T18:18:05.040Z,"230 km SE of Chignik, Alaska",earthquake,,18.2,,,reviewed,ak,ak
2022-03-26T17:57:13.325Z,-0.850060998,117.4836771,10,4.6,mb,,109,2.236,0.87,us,us7000gxis,2022-03-27T18:15:47.040Z,"45 km NNE of Basco, Philippines",earthquake,8.4,1.9,0.08,46,reviewed,us,us
2022-03-26T17:46:51.280Z,-0.849595363,117.4830282,-0.46,3.29,ml,22,55,0.04946,0.09,nc,nc73710701,2022-03-27T18:14:39.040Z,"6km W of Walker, CA",earthquake,0.21,0.77,0.291,41,reviewed,nc,nc
2022-03-26T17:08:54.927Z,-0.847024516,117.4847776,6.568603516,2.7,ml,19,84,0.101502668,0.2,tx,tx2022fyuf,2022-03-27T18:13:24.040Z,"65 km NNE of Van Horn, Texas",earthquake,2.99623905,1.77976191,0.1,12,reviewed,tx,tx
2022-03-26T15:51:14.051Z,-0.848182321,117.4865342,10,4.8,mb,,60,1.758,1.2,us,us7000gxic,2022-03-26T16:21:04.040Z,"162 km WNW of Naha, Japan",earthquake,5.5,1.8,0.089,39,reviewed,us,us
2022-03-26T15:38:52.458Z,-0.850810144,117.4847461,10,5.4,mww,,44,1.578,0.97,us,us7000gxi8,2022-03-27T15:44:56.734Z,"133 km WNW of Naha, Japan",earthquake,6.5,1.8,0.05,38,reviewed,us,us
2022-03-26T15:07:30.878Z,-0.850393786,117.4841361,16.23,3.5,ml,,208,1.413,0.86,us,us7000gxi3,2022-03-28T21:18:48.490Z,"142 km SSW of Lanai City, Hawaii",earthquake,6.1,7.8,0.048,56,reviewed,us,us
2022-03-26T14:54:39.152Z,-0.869971106,117.4712055,176.1,2.9,ml,,,,0.47,ak,ak0223wtc8rh,2022-03-26T17:04:05.114Z,"252 km W of Adak, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2022-03-26T14:18:33.716Z,-0.869662537,117.4707477,10,4.7,mb,,50,1.163,0.89,us,us7000gxhz,2022-03-26T16:28:44.040Z,"126 km NNW of Maumere, Indonesia",earthquake,2.8,1.9,0.098,32,reviewed,us,us
2022-03-26T13:53:21.069Z,-0.850060998,117.4836771,10,5.1,mww,,46,2.199,1.22,us,us7000gxhw,2022-03-26T16:08:20.040Z,"43 km NNE of Basco, Philippines",earthquake,7.4,1.8,0.052,35,reviewed,us,us
2022-03-26T13:16:53.565Z,-0.68963975,117.5408581,10,4.7,mb,,40,2.755,1.04,us,us7000gxjn,2022-03-27T13:05:22.084Z,"Sulawesi, Indonesia",earthquake,3.9,1.8,0.102,29,reviewed,us,us
2022-03-26T13:16:40.359Z,-0.690982624,117.5392871,10,4.3,mb,,54,2.908,1.24,us,us7000gxhl,2022-03-26T21:03:31.040Z,"36 km E of Kendari, Indonesia",earthquake,7,1.9,0.142,15,reviewed,us,us
2022-03-26T12:15:41.147Z,-0.688745187,117.5373884,20.91,3.8,mb,,175,0.481,0.5,us,us7000gxhg,2022-03-26T13:40:32.040Z,"121 km SSE of Sand Point, Alaska",earthquake,6,8.7,0.181,9,reviewed,us,us
2022-03-26T12:09:40.460Z,-0.687375441,117.5389917,31.83,2.82,ml,54,81,,0.12,hv,hv72962687,2022-03-29T02:10:44.940Z,"3 km S of Pāhala, Hawaii",earthquake,0.41,0.53,0.147230731,31,reviewed,hv,hv
2022-03-26T11:53:01.950Z,-0.68963975,117.5408581,-0.78,2.59,md,20,71,0.04867,0.09,nc,nc73710551,2022-03-28T17:18:56.911Z,"5km W of Walker, CA",earthquake,0.21,0.51,0.203,63,reviewed,nc,nc
2022-03-26T11:41:20.797Z,-0.740244442,117.5579778,2.7,2.7,ml,24,88.49,0.116,0.1387,nn,nn00836078,2022-03-28T17:03:08.668Z,"17 km ESE of Alamo, Nevada",earthquake,,5.5,0.29,16,reviewed,nn,nn
2022-03-26T11:32:23.820Z,-0.743687352,117.5626808,18.78,2.61,md,56,67,0.08832,0.14,nc,nc73710541,2022-03-28T05:26:31.040Z,"7km WSW of Avenal, CA",earthquake,0.24,0.61,0.156,75,reviewed,nc,nc
2022-03-26T10:13:58.540Z,-0.745930563,117.5642447,8.44,2.81,ml,18,78,0.2366,0.15,ci,ci39978903,2022-03-28T16:38:19.785Z,"33km ESE of Big Pine, CA",earthquake,0.21,0.96,0.187,50,reviewed,ci,ci
2022-03-26T10:09:17.075Z,-0.746812447,117.5656039,89.1,2.7,ml,,,,0.44,ak,ak0223wqoss0,2022-03-26T10:25:44.040Z,"24 km E of Chignik, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-26T10:02:37.090Z,-0.746036051,117.5659928,7,3.02,md,22,189,0.0678,0.13,pr,pr2022085000,2022-03-26T17:18:24.755Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.41,0.23,0.16,18,reviewed,pr,pr
2022-03-26T09:54:30.105Z,-0.747012643,117.5679169,10,4.5,mb,,75,2.766,0.62,us,us7000gxh1,2022-03-26T15:08:48.040Z,"26 km NE of Kendari, Indonesia",earthquake,4.7,1.9,0.204,7,reviewed,us,us
2022-03-26T08:27:05.435Z,-0.74836543,117.5672394,169.99,3,ml,,179,0.542,0.54,us,us7000gxik,2022-03-26T17:22:27.040Z,"71 km NW of False Pass, Alaska",earthquake,13.8,11.3,0.148,6,reviewed,us,us
2022-03-26T08:15:42.511Z,-0.747752469,117.5660316,597.7,4.9,mb,,80,4.25,0.9,us,us7000gxgr,2022-03-26T08:33:52.040Z,Fiji region,earthquake,11.6,8.7,0.057,97,reviewed,us,us
2022-03-26T08:08:25.606Z,-0.74641508,117.5639704,595.85,4.5,mb,,135,4.184,0.8,us,us7000gxgq,2022-03-26T08:24:46.040Z,Fiji region,earthquake,13.3,9.3,0.075,52,reviewed,us,us
2022-03-26T07:26:51.296Z,-0.744097891,117.562355,91.4,2.7,ml,,,,0.49,ak,ak0223wp07px,2022-03-26T08:03:11.040Z,"36 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-26T05:45:36.600Z,-0.740668993,117.5576711,12.37,2.59,md,28,174,,0.23,pr,pr71342103,2022-03-26T06:08:50.960Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.47,0.34,0.110417002,17,reviewed,pr,pr
2022-03-26T05:34:47.059Z,-0.740244442,117.5579778,5.8,2.5,ml,,,,0.87,ak,ak0223wnv21f,2022-03-26T05:53:20.040Z,"18 km SSW of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-26T05:21:32.893Z,-0.784134325,117.5617971,4.846166992,2.495323809,mlv,18,67,0.069098007,0.2,tx,tx2022fxww,2022-03-28T05:24:46.040Z,"57 km S of Whites City, New Mexico",earthquake,1.091927648,1.766445715,0.262802019,9,reviewed,tx,tx
2022-03-26T04:56:50.025Z,-0.784084658,117.5618272,5,2.7,ml,,164,0.056,0.95,us,us7000gxfm,2022-03-26T05:09:49.040Z,"31 km S of Segundo, Colorado",earthquake,5.7,2,0.057,40,reviewed,us,us
2022-03-26T04:01:41.125Z,-0.784491096,117.562531,75.58,4.9,mb,,93,2.726,0.81,us,us7000gxfd,2022-03-26T04:19:14.040Z,"230 km NNW of Tobelo, Indonesia",earthquake,8.4,3.7,0.061,86,reviewed,us,us
2022-03-26T03:49:37.664Z,-0.784392716,117.5625834,5,2.7,ml,,104,0.084,0.23,us,us7000gxf9,2022-03-26T03:57:47.040Z,"59 km S of Whites City, New Mexico",earthquake,1.1,2,0.085,46,reviewed,us,us
2022-03-26T03:23:28.870Z,-0.784962088,117.5636033,9.79,2.95,md,31,187,,0.24,pr,pr71342083,2022-03-26T05:28:19.808Z,"4 km S of Indios, Puerto Rico",earthquake,0.45,0.52,0.37632956,17,reviewed,pr,pr
2022-03-26T02:50:30.311Z,-0.787342757,117.5623236,10,4.9,mww,,95,1.873,1.08,us,us7000gxf1,2022-03-26T03:08:01.040Z,"82 km WNW of Naze, Japan",earthquake,5.5,1.7,0.098,10,reviewed,us,us
2022-03-26T00:23:49.070Z,-0.787285884,117.5620986,11.63,2.49,md,7,226,,0.07,pr,pr71342053,2022-03-26T01:06:44.730Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.61,0.41,0.074478461,5,reviewed,pr,pr
2022-03-25T23:27:50.039Z,-0.78899734,117.562102,35,4.6,mb,,71,1.258,0.69,us,us7000gxek,2022-03-25T23:56:28.040Z,"190 km SSE of Katsuura, Japan",earthquake,3.4,1.9,0.075,53,reviewed,us,us
2022-03-25T21:40:00.927Z,-0.788996962,117.5615819,35,5,mb,,40,1.8,0.89,us,us7000gxe1,2022-03-25T22:09:57.040Z,"140 km ESE of Kimbe, Papua New Guinea",earthquake,7.5,1.9,0.049,136,reviewed,us,us
2022-03-25T21:15:53.542Z,-0.786916326,117.5615616,17.97,2.6,ml,,169,0.868,0.55,us,us7000gxfq,2022-03-27T17:16:40.150Z,"18 km SSE of Iquique, Chile",earthquake,3.7,8,0.081,20,reviewed,us,us
2022-03-25T21:10:58.610Z,-0.786383875,117.5605006,-0.49,3.67,mw,73,49,0.02823,0.25,nc,nc73710361,2022-03-29T18:06:34.243Z,"10km WSW of Williams, CA",earthquake,0.24,0.77,,3,reviewed,nc,nc
2022-03-25T19:34:01.936Z,-0.784134325,117.5617971,10,4.4,mb,,136,0.088,1.05,us,us7000gxd2,2022-03-26T14:16:32.369Z,"5 km ESE of Monte Lirio, Panama",earthquake,5.8,1.9,0.115,22,reviewed,us,us
2022-03-25T19:02:36.585Z,-0.581443583,117.3775166,507.53,5,mb,,127,5.05,0.66,us,us7000gxcv,2022-03-25T19:17:23.040Z,south of the Fiji Islands,earthquake,11.8,8.5,0.088,41,reviewed,us,us
2022-03-25T18:58:18.415Z,-0.581233002,117.3778835,87.49,4.4,mb,,175,1.498,0.57,us,us7000gxcq,2022-03-25T19:35:33.040Z,"6 km S of Mazatán, Mexico",earthquake,7.8,10.6,0.047,131,reviewed,us,us
2022-03-25T18:56:21.172Z,-0.58151562,117.378032,57.7,5,mb,,59,10.844,0.92,us,us7000gxcr,2022-03-25T19:14:28.040Z,"53 km NW of Finschhafen, Papua New Guinea",earthquake,9.9,7.3,0.077,54,reviewed,us,us
2022-03-25T18:50:05.990Z,-0.581806243,117.3774939,10,5,mb,,29,11.385,0.79,us,us7000gxcn,2022-03-25T19:08:05.040Z,"145 km SSW of Laojunmiao, China",earthquake,8.5,1.9,0.046,150,reviewed,us,us
2022-03-25T18:00:44.278Z,-0.581949798,117.3776096,12.23,3.3,ml,,156,0.274,0.26,us,us7000gxfl,2022-03-28T03:17:00.132Z,"9 km NE of Nicola Town, Saint Kitts and Nevis",earthquake,3.7,12,0.074,24,reviewed,us,us
2022-03-25T17:25:08.221Z,-0.582106777,117.3773589,68.3,2.5,ml,,,,0.67,ak,ak0223v7ew97,2022-03-25T17:35:00.267Z,"32 km WNW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-25T17:05:10.261Z,-0.582293222,117.377073,10,4.5,mb,,78,11.42,0.68,us,us7000gx90,2022-03-25T17:25:24.040Z,"147 km SSW of Laojunmiao, China",earthquake,9.9,1.9,0.077,50,reviewed,us,us
2022-03-25T16:32:05.758Z,-0.581788643,117.376949,108.92,4.1,mb,,80,0.132,0.33,us,us7000gx8t,2022-03-25T19:21:30.435Z,"10 km ESE of Chimbarongo, Chile",earthquake,4.8,7,0.371,2,reviewed,us,us
2022-03-25T16:28:42.944Z,-0.581443583,117.3775166,10,5,mb,,37,14.689,0.73,us,us7000gx8v,2022-03-25T16:48:58.040Z,"147 km SSW of Laojunmiao, China",earthquake,10.4,1.9,0.045,159,reviewed,us,us
2022-03-25T16:23:51.840Z,-0.616632754,117.3692828,0.1,2.65,md,18,69,0.04637,0.09,nc,nc73710256,2022-03-25T22:24:16.339Z,"5km W of Walker, CA",earthquake,0.2,0.96,0.23,59,reviewed,nc,nc
2022-03-25T16:21:04.053Z,-0.616265676,117.3697993,10,5.7,mww,,40,11.407,1.05,us,us7000gx8m,2022-03-29T21:08:40.361Z,"147 km SSW of Laojunmiao, China",earthquake,8.8,1.9,0.098,10,reviewed,us,us
2022-03-25T16:00:55.679Z,-0.617643241,117.3708522,10,3.3,ml,,251,2.523,0.46,us,us7000gx8i,2022-03-25T17:58:29.040Z,"254 km SE of Chiniak, Alaska",earthquake,10.8,2,0.057,40,reviewed,us,us
2022-03-25T15:59:02.250Z,-0.618564493,117.3720706,33.17,4.5,mb,,89,2.587,0.89,us,us7000gx8j,2022-03-25T17:19:11.040Z,"56 km WNW of Manokwari, Indonesia",earthquake,6.7,6.1,0.104,27,reviewed,us,us
2022-03-25T15:51:19.038Z,-0.61882024,117.371667,5.540283203,2.5,ml,25,83,0.076957263,0.3,tx,tx2022fwwe,2022-03-27T02:18:56.236Z,"65 km SSW of Whites City, New Mexico",earthquake,2.635981107,1.990141179,0.1,16,reviewed,tx,tx
2022-03-25T15:31:30.776Z,-0.618737529,117.3713568,6,3.1,ml,,,,0.69,ak,ak0223v69d3q,2022-03-25T17:44:45.121Z,"35 km SE of Denali National Park, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2022-03-25T15:31:17.053Z,-0.618934834,117.3710582,7,2.5,ml,,,,0.78,ak,ak0223v69c2k,2022-03-25T17:39:37.277Z,"34 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-25T15:22:59.850Z,-0.619035059,117.3707536,32.41,2.78,md,53,112,,0.11,hv,hv72961777,2022-03-29T02:41:50.810Z,"4 km S of Pāhala, Hawaii",earthquake,0.43,0.53,0.092029082,22,reviewed,hv,hv
2022-03-25T15:20:08.960Z,-0.619251774,117.3704416,51.79,4.7,mb,,130,2.76,0.79,us,us7000gx88,2022-03-25T15:48:40.040Z,"37 km ENE of Namie, Japan",earthquake,8.4,6.9,0.07,61,reviewed,us,us
2022-03-25T13:41:25.278Z,-0.618744026,117.3700854,10,4.3,mb,,157,2.388,0.99,us,us7000gx83,2022-03-26T13:31:48.040Z,"104 km W of Port-Vila, Vanuatu",earthquake,7,1.8,0.16,11,reviewed,us,us
2022-03-25T13:20:14.257Z,-0.618573459,117.3703273,10,4.7,mb,,53,2.727,0.9,us,us7000gx7f,2022-03-25T14:08:16.134Z,"36 km NE of Kendari, Indonesia",earthquake,6.2,1.2,0.098,32,reviewed,us,us
2022-03-25T12:41:31.558Z,-0.618348021,117.370175,37.78,4.5,mb,,135,0.52,0.39,us,us7000gx73,2022-03-25T15:52:16.650Z,"59 km NNE of Beauséjour, Guadeloupe",earthquake,3.7,9.2,0.052,108,reviewed,us,us
2022-03-25T10:32:06.290Z,-0.618463184,117.3699913,31.73,2.95,ml,53,95,,0.11,hv,hv72961597,2022-03-29T01:21:49.480Z,"4 km S of Pāhala, Hawaii",earthquake,0.44,0.58,0.204494946,36,reviewed,hv,hv
2022-03-25T10:12:15.330Z,-0.618099749,117.3697285,31.82,3.14,ml,56,95,,0.11,hv,hv72961577,2022-03-29T01:09:44.975Z,"4 km S of Pāhala, Hawaii",earthquake,0.43,0.55,0.224752797,38,reviewed,hv,hv
2022-03-25T10:12:00.023Z,-0.617925408,117.3697344,203,4.4,mb,,61,1.842,0.75,us,us7000gx6m,2022-03-25T10:37:16.040Z,"97 km E of Gorontalo, Indonesia",earthquake,8.2,8.2,0.081,44,reviewed,us,us
2022-03-25T08:54:35.104Z,-0.617703295,117.3695698,10,5.3,mww,,57,4.473,0.75,us,us7000gx6g,2022-03-25T09:13:33.040Z,south of the Kermadec Islands,earthquake,7.7,1.8,0.093,11,reviewed,us,us
2022-03-25T08:18:12.564Z,-0.617260974,117.3697323,91.82,4.5,mb,,136,2.548,0.47,us,us7000gx6b,2022-03-25T08:37:43.040Z,"40 km E of Nemuro, Japan",earthquake,9.1,6,0.15,13,reviewed,us,us
2022-03-25T07:29:01.395Z,-0.616632754,117.3692828,6.362939453,2.6,ml,20,88,0.086192804,0.3,tx,tx2022fwfp,2022-03-26T00:46:26.945Z,"66 km SSW of Whites City, New Mexico",earthquake,2.394337977,2.196152238,0.1,7,reviewed,tx,tx
2022-03-25T07:29:00.994Z,-0.636568644,117.3704417,6.157275391,2.6,ml,19,84,0.097052797,0.2,tx,tx2022fwfo,2022-03-25T18:14:54.756Z,"65 km NNE of Van Horn, Texas",earthquake,1.577340861,2.619404313,0.1,6,reviewed,tx,tx
2022-03-25T06:57:03.291Z,-0.635973367,117.371454,10,4.2,mb,,165,2.611,0.79,us,us7000gx62,2022-03-25T18:48:36.386Z,"17 km S of San Francisco Cozoaltepec, Mexico",earthquake,9.9,2,0.11,23,reviewed,us,us
2022-03-25T06:44:07.777Z,-0.635754914,117.371363,5,2.6,ml,,55,0.48,0.67,us,us7000gx5v,2022-03-25T06:49:48.040Z,"22 km WNW of La Huerta, New Mexico",earthquake,4.5,2,0.085,18,reviewed,us,us
2022-03-25T06:33:45.600Z,-0.635447548,117.3719039,10.31,3.17,md,9,256,,0.15,pr,pr71341938,2022-03-25T07:37:15.230Z,Puerto Rico region,earthquake,0.97,0.83,0.15457184,6,reviewed,pr,pr
2022-03-25T06:14:24.340Z,-0.636325259,117.372279,37.73,3.39,ml,38,300,,0.23,hv,hv72961452,2022-03-26T02:07:01.180Z,"94 km W of Kailua-Kona, Hawaii",earthquake,1.15,2.51,0.131074844,22,reviewed,hv,hv
2022-03-25T05:28:33.836Z,-0.63731877,117.3725517,10,3.6,ml,,221,2.582,0.63,us,us7000gx5e,2022-03-25T05:38:54.040Z,"261 km SE of Chiniak, Alaska",earthquake,8,2,0.056,42,reviewed,us,us
2022-03-25T04:55:23.392Z,-0.637738946,117.3718683,35,2.8,ml,,248,0.849,0.78,us,us7000gx5h,2022-03-25T22:15:48.040Z,Alaska Peninsula,earthquake,6.6,2,0.115,10,reviewed,us,us
2022-03-25T04:28:32.746Z,-0.637516457,117.3718185,6.234399414,3.3,ml,31,52,0.082604763,0.3,tx,tx2022fvzq,2022-03-25T22:58:16.017Z,"54 km S of Whites City, New Mexico",earthquake,0.9458691,1.025809701,0.1,14,reviewed,tx,tx
2022-03-25T03:26:03.496Z,-0.637367652,117.3716442,5.745947266,2.6,ml,14,66,0.086355576,0.2,tx,tx2022fvxp,2022-03-29T01:44:06.054Z,"55 km S of Whites City, New Mexico",earthquake,1.212420678,1.835658729,0.2,8,reviewed,tx,tx
2022-03-25T03:08:56.539Z,-0.637615232,117.3710876,76.49,5.1,mb,,127,1.444,1.07,us,us7000gx4l,2022-03-25T03:29:00.040Z,"65 km NE of Ishigaki, Japan",earthquake,13.4,8.7,0.152,16,reviewed,us,us
2022-03-25T03:08:16.747Z,-0.636568644,117.3704417,46.6,5.2,mww,,118,2.719,0.77,us,us7000gx4k,2022-03-25T14:38:17.071Z,"32 km ENE of Namie, Japan",earthquake,7.7,6.2,0.093,11,reviewed,us,us
2022-03-25T03:01:58.874Z,-0.855642615,117.2675563,6.799975586,4.6,ml,65,61,0.068500425,0.2,tx,tx2022fvwu,2022-03-27T03:17:38.821Z,"56 km S of Whites City, New Mexico",earthquake,0.892216658,1.01192887,0.2,38,reviewed,tx,tx
2022-03-25T02:29:38.196Z,-0.855399873,117.2686432,121.93,4.5,mb,,106,2.149,0.71,us,us7000gx4b,2022-03-25T02:45:04.040Z,"236 km W of Tual, Indonesia",earthquake,10,10.1,0.113,25,reviewed,us,us
2022-03-25T01:56:51.247Z,-0.856603808,117.2689086,110.17,5.4,mb,,22,4.133,1.13,us,us7000gx46,2022-03-26T02:00:44.822Z,"60 km N of Lae, Papua New Guinea",earthquake,8.2,6.5,0.043,187,reviewed,us,us
